#Coverage	Number of genomic locations
3800.0	1.0
3801.0	1.0
3805.0	1.0
3810.0	1.0
3811.0	1.0
3815.0	1.0
3818.0	1.0
3823.0	1.0
3824.0	1.0
3829.0	1.0
3830.0	1.0
3831.0	1.0
3833.0	1.0
3838.0	1.0
3842.0	2.0
3846.0	1.0
3853.0	1.0
3857.0	1.0
3859.0	1.0
3861.0	1.0
3864.0	2.0
3865.0	1.0
3867.0	1.0
3869.0	1.0
3875.0	2.0
3879.0	1.0
3881.0	1.0
3882.0	1.0
3883.0	1.0
3884.0	1.0
3891.0	1.0
3892.0	1.0
3893.0	2.0
3899.0	1.0
3902.0	2.0
3905.0	1.0
3906.0	1.0
3913.0	1.0
3914.0	1.0
3919.0	1.0
3920.0	1.0
3923.0	1.0
3924.0	1.0
3928.0	1.0
3929.0	2.0
3933.0	1.0
3934.0	2.0
3935.0	1.0
3936.0	1.0
3938.0	2.0
3943.0	1.0
3949.0	1.0
3956.0	1.0
3960.0	1.0
3961.0	1.0
3964.0	1.0
3966.0	1.0
3967.0	1.0
3973.0	1.0
3977.0	2.0
3980.0	1.0
3982.0	1.0
3983.0	1.0
3984.0	1.0
3985.0	1.0
3986.0	1.0
3987.0	1.0
3988.0	1.0
3994.0	1.0
3996.0	1.0
3997.0	1.0
3998.0	1.0
4000.0	1.0
4001.0	1.0
4003.0	1.0
4005.0	1.0
4008.0	1.0
4009.0	1.0
4010.0	2.0
4014.0	1.0
4016.0	2.0
4022.0	1.0
4023.0	1.0
4024.0	1.0
4026.0	1.0
4029.0	1.0
4030.0	2.0
4031.0	1.0
4032.0	1.0
4034.0	1.0
4035.0	1.0
4038.0	1.0
4040.0	1.0
4041.0	1.0
4042.0	2.0
4044.0	2.0
4046.0	1.0
4047.0	1.0
4048.0	1.0
4049.0	1.0
4051.0	2.0
4053.0	1.0
4056.0	2.0
4057.0	1.0
4061.0	1.0
4067.0	1.0
4068.0	1.0
4069.0	2.0
4070.0	2.0
4072.0	1.0
4075.0	1.0
4076.0	1.0
4077.0	1.0
4079.0	1.0
4081.0	1.0
4082.0	3.0
4083.0	1.0
4087.0	1.0
4088.0	1.0
4090.0	1.0
4093.0	1.0
4096.0	1.0
4097.0	1.0
4098.0	1.0
4099.0	1.0
4100.0	2.0
4102.0	1.0
4106.0	1.0
4107.0	1.0
4109.0	1.0
4113.0	1.0
4114.0	1.0
4116.0	1.0
4117.0	1.0
4118.0	1.0
4125.0	3.0
4127.0	1.0
4131.0	1.0
4132.0	2.0
4136.0	1.0
4138.0	1.0
4141.0	1.0
4143.0	1.0
4145.0	1.0
4151.0	1.0
4158.0	1.0
4159.0	1.0
4160.0	1.0
4165.0	1.0
4167.0	1.0
4169.0	1.0
4171.0	1.0
4172.0	3.0
4175.0	1.0
4177.0	2.0
4179.0	1.0
4181.0	2.0
4187.0	1.0
4188.0	2.0
4189.0	1.0
4190.0	1.0
4194.0	2.0
4197.0	1.0
4199.0	1.0
4204.0	3.0
4205.0	1.0
4206.0	1.0
4207.0	2.0
4208.0	3.0
4209.0	1.0
4211.0	2.0
4214.0	2.0
4216.0	1.0
4217.0	1.0
4219.0	1.0
4222.0	1.0
4223.0	1.0
4227.0	3.0
4229.0	1.0
4231.0	1.0
4234.0	1.0
4236.0	1.0
4241.0	1.0
4247.0	2.0
4248.0	1.0
4257.0	2.0
4262.0	1.0
4265.0	2.0
4275.0	1.0
4280.0	1.0
4290.0	1.0
4294.0	1.0
4296.0	1.0
4299.0	1.0
4304.0	1.0
4309.0	1.0
4311.0	1.0
4313.0	1.0
4316.0	1.0
4319.0	1.0
4320.0	1.0
4330.0	1.0
4336.0	1.0
4337.0	1.0
4339.0	1.0
4342.0	1.0
4344.0	1.0
4348.0	1.0
4350.0	1.0
4360.0	1.0
4361.0	1.0
4370.0	1.0
4372.0	1.0
4376.0	1.0
4381.0	1.0
4383.0	1.0
4388.0	1.0
4389.0	1.0
4393.0	1.0
4395.0	2.0
4401.0	1.0
4410.0	1.0
4411.0	1.0
4414.0	1.0
4418.0	1.0
4420.0	1.0
4425.0	1.0
4429.0	1.0
4430.0	1.0
4431.0	1.0
4434.0	1.0
4440.0	1.0
4451.0	1.0
4452.0	1.0
4459.0	1.0
4460.0	1.0
4467.0	1.0
4474.0	1.0
4483.0	1.0
4485.0	1.0
4492.0	1.0
4493.0	1.0
4498.0	1.0
4501.0	1.0
4513.0	1.0
4521.0	1.0
4524.0	2.0
4525.0	1.0
4533.0	1.0
4534.0	1.0
4535.0	1.0
4538.0	1.0
4542.0	1.0
4544.0	1.0
4545.0	2.0
4547.0	1.0
4565.0	2.0
4571.0	1.0
4572.0	1.0
4580.0	4.0
4582.0	2.0
4584.0	1.0
4585.0	2.0
4586.0	1.0
4590.0	1.0
4591.0	1.0
4595.0	1.0
4599.0	1.0
4604.0	1.0
4606.0	1.0
4608.0	2.0
4609.0	1.0
4611.0	1.0
4612.0	1.0
4614.0	1.0
4615.0	1.0
4617.0	1.0
4618.0	1.0
4626.0	3.0
4628.0	1.0
4631.0	1.0
4633.0	1.0
4638.0	2.0
4641.0	1.0
4645.0	4.0
4646.0	3.0
4649.0	2.0
4650.0	2.0
4653.0	1.0
4654.0	1.0
4655.0	1.0
4658.0	1.0
4659.0	1.0
4661.0	1.0
4665.0	1.0
4666.0	2.0
4668.0	1.0
4673.0	1.0
4674.0	1.0
4675.0	1.0
4679.0	1.0
4683.0	1.0
4684.0	1.0
4690.0	1.0
4692.0	1.0
4697.0	1.0
4698.0	1.0
4702.0	1.0
4710.0	2.0
4723.0	1.0
4727.0	1.0
4729.0	1.0
4733.0	4.0
4734.0	1.0
4735.0	1.0
4736.0	3.0
4738.0	1.0
4739.0	2.0
4740.0	4.0
4744.0	1.0
4746.0	1.0
4747.0	1.0
4750.0	1.0
4755.0	1.0
4758.0	2.0
4772.0	1.0
4773.0	1.0
4774.0	1.0
4781.0	1.0
4784.0	1.0
4793.0	1.0
4796.0	1.0
4802.0	1.0
4805.0	1.0
4810.0	1.0
4812.0	1.0
4821.0	1.0
4834.0	1.0
4838.0	1.0
4841.0	1.0
4848.0	1.0
4860.0	1.0
4865.0	1.0
4872.0	1.0
4875.0	1.0
4880.0	1.0
4881.0	1.0
4882.0	2.0
4884.0	1.0
4885.0	1.0
4890.0	1.0
4894.0	1.0
4895.0	2.0
4912.0	2.0
4916.0	1.0
4924.0	2.0
4934.0	2.0
4936.0	2.0
4937.0	1.0
4939.0	1.0
4955.0	1.0
4956.0	1.0
4958.0	1.0
4970.0	1.0
4971.0	1.0
4979.0	2.0
4980.0	1.0
4985.0	1.0
4987.0	1.0
4999.0	1.0
5005.0	1.0
5009.0	1.0
5012.0	1.0
5015.0	1.0
5020.0	1.0
5023.0	1.0
5037.0	1.0
5041.0	1.0
5059.0	1.0
5061.0	1.0
5067.0	1.0
5078.0	1.0
5080.0	1.0
5081.0	1.0
5085.0	1.0
5086.0	1.0
5096.0	1.0
5113.0	1.0
5118.0	1.0
5123.0	2.0
5124.0	1.0
5126.0	1.0
5130.0	1.0
5137.0	1.0
5152.0	1.0
5156.0	1.0
5158.0	1.0
5159.0	1.0
5163.0	1.0
5165.0	1.0
5167.0	1.0
5174.0	1.0
5179.0	1.0
5195.0	1.0
5196.0	1.0
5198.0	1.0
5201.0	1.0
5204.0	1.0
5211.0	2.0
5212.0	1.0
5220.0	1.0
5225.0	1.0
5226.0	1.0
5228.0	1.0
5229.0	1.0
5242.0	1.0
5247.0	1.0
5250.0	1.0
5252.0	1.0
5254.0	2.0
5255.0	1.0
5256.0	1.0
5257.0	1.0
5258.0	1.0
5270.0	1.0
5272.0	1.0
5276.0	1.0
5282.0	2.0
5286.0	1.0
5290.0	1.0
5297.0	1.0
5299.0	1.0
5309.0	1.0
5313.0	1.0
5320.0	1.0
5321.0	2.0
5322.0	2.0
5330.0	1.0
5333.0	1.0
5335.0	1.0
5341.0	1.0
5342.0	1.0
5348.0	1.0
5349.0	1.0
5358.0	1.0
5360.0	2.0
5362.0	1.0
5366.0	1.0
5372.0	2.0
5374.0	1.0
5380.0	1.0
5385.0	3.0
5388.0	1.0
5395.0	1.0
5396.0	1.0
5406.0	1.0
5412.0	1.0
5419.0	1.0
5420.0	1.0
5424.0	1.0
5427.0	2.0
5429.0	1.0
5433.0	2.0
5436.0	1.0
5442.0	1.0
5448.0	1.0
5451.0	2.0
5459.0	1.0
5460.0	1.0
5462.0	1.0
5463.0	1.0
5466.0	1.0
5471.0	1.0
5472.0	1.0
5483.0	1.0
5489.0	1.0
5492.0	1.0
5493.0	1.0
5494.0	1.0
5499.0	1.0
5501.0	1.0
5503.0	1.0
5506.0	1.0
5508.0	1.0
5512.0	1.0
5518.0	1.0
5520.0	1.0
5523.0	1.0
5526.0	2.0
5528.0	1.0
5534.0	1.0
5535.0	1.0
5540.0	2.0
5541.0	1.0
5543.0	1.0
5547.0	1.0
5554.0	2.0
5555.0	1.0
5564.0	1.0
5569.0	1.0
5570.0	1.0
5577.0	1.0
5587.0	1.0
5588.0	1.0
5604.0	1.0
5612.0	1.0
5621.0	1.0
5626.0	1.0
5633.0	1.0
5634.0	1.0
5635.0	1.0
5647.0	1.0
5655.0	1.0
5665.0	1.0
5667.0	2.0
5673.0	1.0
5678.0	1.0
5681.0	1.0
5690.0	1.0
5696.0	1.0
5704.0	1.0
5707.0	1.0
5710.0	1.0
5718.0	1.0
5722.0	1.0
5731.0	1.0
5732.0	1.0
5743.0	1.0
5749.0	1.0
5757.0	1.0
5767.0	1.0
5774.0	1.0
5783.0	1.0
5795.0	1.0
5798.0	1.0
5801.0	1.0
5802.0	1.0
5806.0	1.0
5811.0	1.0
5821.0	1.0
5829.0	1.0
5838.0	1.0
5840.0	1.0
5843.0	1.0
5856.0	2.0
5872.0	1.0
5875.0	2.0
5885.0	1.0
5887.0	1.0
5889.0	1.0
5893.0	1.0
5899.0	1.0
5906.0	1.0
5920.0	1.0
5932.0	2.0
5936.0	1.0
5940.0	1.0
5944.0	1.0
5947.0	1.0
5951.0	1.0
5956.0	1.0
5960.0	1.0
5972.0	1.0
5974.0	1.0
5975.0	1.0
5982.0	1.0
5983.0	1.0
5996.0	2.0
5998.0	1.0
6018.0	1.0
6019.0	1.0
6025.0	1.0
6028.0	1.0
6030.0	2.0
6032.0	1.0
6034.0	1.0
6053.0	1.0
6056.0	1.0
6059.0	1.0
6064.0	1.0
6074.0	1.0
6077.0	1.0
6080.0	1.0
6085.0	1.0
6088.0	1.0
6093.0	1.0
6103.0	1.0
6104.0	1.0
6114.0	2.0
6115.0	1.0
6118.0	1.0
6122.0	1.0
6127.0	2.0
6134.0	2.0
6143.0	1.0
6150.0	1.0
6158.0	1.0
6161.0	1.0
6164.0	1.0
6165.0	1.0
6166.0	1.0
6167.0	2.0
6180.0	2.0
6193.0	1.0
6195.0	1.0
6199.0	1.0
6202.0	1.0
6208.0	1.0
6209.0	1.0
6214.0	1.0
6222.0	2.0
6228.0	1.0
6229.0	1.0
6231.0	2.0
6234.0	1.0
6236.0	1.0
6242.0	1.0
6243.0	2.0
6245.0	1.0
6252.0	1.0
6262.0	1.0
6265.0	1.0
6266.0	1.0
6271.0	1.0
6275.0	1.0
6276.0	1.0
6278.0	1.0
6279.0	1.0
6285.0	1.0
6287.0	1.0
6289.0	1.0
6291.0	1.0
6294.0	1.0
6299.0	1.0
6301.0	2.0
6303.0	1.0
6304.0	1.0
6305.0	1.0
6307.0	1.0
6308.0	2.0
6309.0	3.0
6310.0	1.0
6311.0	3.0
6312.0	1.0
6313.0	1.0
6317.0	1.0
6325.0	2.0
6336.0	1.0
6348.0	1.0
6357.0	1.0
6363.0	1.0
6375.0	1.0
6384.0	1.0
6385.0	1.0
6391.0	1.0
6400.0	1.0
6405.0	1.0
6414.0	1.0
6422.0	1.0
6430.0	1.0
6432.0	1.0
6433.0	1.0
6440.0	1.0
6441.0	1.0
6444.0	2.0
6450.0	1.0
6464.0	1.0
6471.0	1.0
6475.0	2.0
6477.0	1.0
6486.0	1.0
6493.0	1.0
6494.0	1.0
6506.0	1.0
6515.0	1.0
6520.0	1.0
6522.0	1.0
6531.0	1.0
6532.0	1.0
6547.0	1.0
6549.0	1.0
6553.0	1.0
6554.0	1.0
6555.0	1.0
6567.0	1.0
6579.0	1.0
6586.0	1.0
6587.0	1.0
6591.0	1.0
6592.0	2.0
6597.0	1.0
6600.0	1.0
6609.0	1.0
6616.0	1.0
6619.0	1.0
6631.0	1.0
6632.0	2.0
6639.0	1.0
6648.0	1.0
6652.0	1.0
6653.0	1.0
6658.0	1.0
6662.0	1.0
6663.0	1.0
6673.0	1.0
6679.0	1.0
6682.0	1.0
6684.0	1.0
6690.0	1.0
6693.0	1.0
6699.0	1.0
6703.0	1.0
6708.0	1.0
6714.0	1.0
6721.0	1.0
6735.0	1.0
6740.0	1.0
6743.0	1.0
6744.0	1.0
6757.0	1.0
6760.0	1.0
6770.0	1.0
6773.0	1.0
6783.0	1.0
6789.0	1.0
6792.0	1.0
6793.0	1.0
6803.0	1.0
6807.0	1.0
6808.0	1.0
6813.0	2.0
6816.0	1.0
6830.0	1.0
6836.0	1.0
6846.0	1.0
6847.0	1.0
6855.0	1.0
6859.0	1.0
6868.0	1.0
6872.0	1.0
6876.0	1.0
6891.0	1.0
6897.0	1.0
6898.0	1.0
6899.0	1.0
6904.0	1.0
6913.0	1.0
6937.0	1.0
6947.0	1.0
6949.0	1.0
6950.0	1.0
6953.0	1.0
6958.0	2.0
6969.0	1.0
6980.0	1.0
6983.0	1.0
6984.0	1.0
6986.0	2.0
6996.0	1.0
7001.0	1.0
7012.0	3.0
7015.0	1.0
7021.0	1.0
7029.0	2.0
7035.0	2.0
7066.0	1.0
7071.0	1.0
7072.0	1.0
7078.0	1.0
7080.0	1.0
7084.0	1.0
7096.0	1.0
7106.0	1.0
7112.0	1.0
7113.0	1.0
7125.0	1.0
7129.0	2.0
7136.0	1.0
7140.0	1.0
7162.0	2.0
7165.0	1.0
7166.0	1.0
7168.0	1.0
7175.0	1.0
7176.0	1.0
7180.0	1.0
7186.0	1.0
7198.0	1.0
7199.0	1.0
7206.0	1.0
7211.0	1.0
7213.0	1.0
7218.0	1.0
7219.0	1.0
7242.0	1.0
7247.0	1.0
7248.0	1.0
7250.0	1.0
7261.0	1.0
7269.0	1.0
7277.0	1.0
7283.0	1.0
7287.0	1.0
7288.0	1.0
7300.0	1.0
7302.0	1.0
7305.0	1.0
7311.0	1.0
7312.0	1.0
7314.0	1.0
7319.0	1.0
7320.0	1.0
7326.0	1.0
7334.0	1.0
7339.0	1.0
7343.0	1.0
7354.0	1.0
7361.0	1.0
7371.0	2.0
7377.0	1.0
7383.0	1.0
7392.0	1.0
7418.0	1.0
7421.0	1.0
7425.0	1.0
7426.0	1.0
7433.0	1.0
7437.0	1.0
7439.0	1.0
7449.0	1.0
7453.0	1.0
7456.0	1.0
7459.0	1.0
7460.0	1.0
7465.0	1.0
7469.0	1.0
7473.0	1.0
7486.0	2.0
7489.0	1.0
7491.0	1.0
7497.0	2.0
7508.0	1.0
7519.0	1.0
7528.0	1.0
7534.0	1.0
7535.0	1.0
7544.0	1.0
7545.0	1.0
7546.0	1.0
7562.0	1.0
7567.0	1.0
7575.0	1.0
7576.0	1.0
7581.0	1.0
7588.0	1.0
7591.0	2.0
7592.0	2.0
7594.0	1.0
7596.0	1.0
7597.0	3.0
7600.0	1.0
7612.0	1.0
7617.0	1.0
7621.0	1.0
7629.0	1.0
7635.0	1.0
7642.0	1.0
7649.0	1.0
7656.0	1.0
7657.0	1.0
7660.0	1.0
7666.0	1.0
7668.0	1.0
7669.0	2.0
7673.0	1.0
7680.0	1.0
7691.0	1.0
7695.0	1.0
7700.0	1.0
7703.0	1.0
7710.0	2.0
7717.0	1.0
7718.0	1.0
7723.0	1.0
7727.0	1.0
7729.0	1.0
7730.0	1.0
7749.0	1.0
7751.0	1.0
7755.0	1.0
7761.0	1.0
7773.0	1.0
7775.0	1.0
7777.0	1.0
7779.0	2.0
7791.0	1.0
7804.0	1.0
7815.0	1.0
7816.0	2.0
7817.0	1.0
7824.0	1.0
7825.0	1.0
7826.0	1.0
7828.0	2.0
7834.0	1.0
7835.0	1.0
7836.0	2.0
7843.0	1.0
7846.0	1.0
7853.0	1.0
7855.0	1.0
7857.0	1.0
7864.0	1.0
7865.0	1.0
7866.0	2.0
7870.0	1.0
7871.0	1.0
7876.0	1.0
7877.0	1.0
7884.0	1.0
7916.0	1.0
7920.0	1.0
7923.0	2.0
7940.0	1.0
7941.0	1.0
7945.0	1.0
7951.0	1.0
7953.0	1.0
7956.0	1.0
7962.0	1.0
7964.0	1.0
7966.0	1.0
7969.0	1.0
7972.0	1.0
7976.0	1.0
7977.0	1.0
7980.0	1.0
7981.0	2.0
7982.0	2.0
7983.0	2.0
7984.0	1.0
7985.0	1.0
7986.0	1.0
7991.0	1.0
7992.0	1.0
7997.0	1.0
8007.0	1.0
8011.0	1.0
8012.0	1.0
8023.0	1.0
8028.0	1.0
8051.0	1.0
8052.0	1.0
8062.0	1.0
8064.0	1.0
8066.0	1.0
8076.0	1.0
8098.0	1.0
8099.0	1.0
8101.0	2.0
8118.0	1.0
8121.0	1.0
8123.0	1.0
8140.0	1.0
8142.0	1.0
8159.0	1.0
8160.0	1.0
8161.0	1.0
8163.0	1.0
8164.0	1.0
8170.0	1.0
8180.0	1.0
8185.0	1.0
8192.0	1.0
8199.0	1.0
8200.0	1.0
8211.0	2.0
8213.0	1.0
8221.0	1.0
8223.0	1.0
8230.0	1.0
8238.0	1.0
8241.0	1.0
8256.0	1.0
8259.0	1.0
8263.0	1.0
8275.0	1.0
8277.0	1.0
8281.0	1.0
8288.0	1.0
8300.0	1.0
8301.0	1.0
8304.0	1.0
8323.0	1.0
8326.0	1.0
8329.0	1.0
8335.0	2.0
8343.0	1.0
8344.0	1.0
8346.0	1.0
8349.0	1.0
8351.0	1.0
8359.0	1.0
8361.0	1.0
8367.0	1.0
8391.0	1.0
8404.0	1.0
8410.0	1.0
8420.0	1.0
8423.0	1.0
8436.0	1.0
8437.0	1.0
8438.0	1.0
8440.0	1.0
8452.0	1.0
8461.0	1.0
8463.0	1.0
8470.0	1.0
8477.0	1.0
8480.0	1.0
8481.0	1.0
8483.0	1.0
8485.0	1.0
8487.0	1.0
8489.0	1.0
8493.0	1.0
8503.0	1.0
8505.0	1.0
8511.0	1.0
8521.0	1.0
8522.0	1.0
8535.0	2.0
8540.0	2.0
8548.0	1.0
8550.0	1.0
8552.0	1.0
8561.0	1.0
8563.0	1.0
8564.0	1.0
8565.0	1.0
8574.0	1.0
8578.0	1.0
8585.0	1.0
8588.0	1.0
8589.0	1.0
8591.0	1.0
8592.0	3.0
8594.0	1.0
8601.0	1.0
8602.0	1.0
8606.0	1.0
8607.0	1.0
8609.0	1.0
8618.0	1.0
8620.0	1.0
8621.0	2.0
8622.0	1.0
8625.0	2.0
8630.0	1.0
8632.0	1.0
8633.0	1.0
8634.0	1.0
8635.0	1.0
8637.0	1.0
8647.0	1.0
8655.0	2.0
8660.0	1.0
8668.0	1.0
8675.0	1.0
8680.0	1.0
8683.0	1.0
8690.0	1.0
8692.0	1.0
8701.0	1.0
8704.0	1.0
8709.0	1.0
8711.0	1.0
8712.0	1.0
8713.0	1.0
8714.0	1.0
8715.0	1.0
8717.0	2.0
8721.0	1.0
8723.0	1.0
8726.0	1.0
8734.0	1.0
8740.0	1.0
8741.0	1.0
8746.0	1.0
8753.0	1.0
8763.0	1.0
8782.0	1.0
8790.0	1.0
8800.0	1.0
8825.0	2.0
8843.0	1.0
8845.0	1.0
8945.0	1.0
9401.0	1.0
9505.0	1.0
9582.0	1.0
10126.0	1.0
10128.0	1.0
10154.0	1.0
10414.0	1.0
10798.0	1.0
10909.0	1.0
11300.0	1.0
11345.0	1.0
11385.0	1.0
11426.0	1.0
11477.0	1.0
11518.0	1.0
11558.0	1.0
11584.0	1.0
11590.0	1.0
11634.0	1.0
11679.0	1.0
11710.0	1.0
11765.0	1.0
11782.0	1.0
11807.0	1.0
11831.0	1.0
11841.0	1.0
11842.0	1.0
11854.0	1.0
11861.0	1.0
11864.0	1.0
11868.0	1.0
11882.0	1.0
11885.0	1.0
11899.0	1.0
11904.0	1.0
11906.0	1.0
11924.0	3.0
11938.0	1.0
11939.0	1.0
11972.0	1.0
11984.0	1.0
12262.0	1.0
12416.0	1.0
12927.0	1.0
13590.0	1.0
13957.0	1.0
14093.0	1.0
14512.0	1.0
15007.0	1.0
15352.0	1.0
15565.0	1.0
15658.0	1.0
15869.0	1.0
16084.0	1.0
16269.0	1.0
16471.0	1.0
16539.0	1.0
16575.0	1.0
16656.0	1.0
16657.0	1.0
16734.0	1.0
16797.0	1.0
16814.0	1.0
16891.0	1.0
16933.0	1.0
16956.0	1.0
17011.0	1.0
17075.0	1.0
17089.0	1.0
17148.0	1.0
17212.0	1.0
17234.0	1.0
17239.0	1.0
17280.0	1.0
17366.0	1.0
17402.0	1.0
17437.0	1.0
17494.0	1.0
17501.0	1.0
17583.0	1.0
17599.0	1.0
17652.0	1.0
17702.0	1.0
17731.0	1.0
17733.0	1.0
17794.0	1.0
17821.0	1.0
17910.0	1.0
17914.0	1.0
17986.0	1.0
17994.0	1.0
18067.0	1.0
18081.0	1.0
18168.0	1.0
18196.0	1.0
18261.0	1.0
18304.0	1.0
18355.0	1.0
18390.0	1.0
18434.0	1.0
18492.0	1.0
18504.0	1.0
18579.0	1.0
18588.0	1.0
18599.0	1.0
18666.0	1.0
18678.0	1.0
18740.0	1.0
18756.0	1.0
18786.0	1.0
18850.0	1.0
18851.0	1.0
18875.0	1.0
18906.0	1.0
18939.0	1.0
18998.0	1.0
19010.0	1.0
19034.0	1.0
19078.0	1.0
19103.0	1.0
19132.0	1.0
19150.0	1.0
19190.0	1.0
19217.0	1.0
19255.0	1.0
19267.0	1.0
19318.0	2.0
19352.0	1.0
19364.0	1.0
19405.0	1.0
19422.0	2.0
19433.0	1.0
19459.0	1.0
19487.0	1.0
19492.0	1.0
19519.0	1.0
19531.0	1.0
19538.0	1.0
19547.0	2.0
19548.0	1.0
19551.0	1.0
19553.0	1.0
19555.0	1.0
19560.0	2.0
19561.0	3.0
19562.0	1.0
19563.0	1.0
19625.0	1.0
19739.0	1.0
19856.0	1.0
19900.0	1.0
19907.0	1.0
19977.0	1.0
20055.0	1.0
20159.0	1.0
20257.0	1.0
20311.0	1.0
20368.0	1.0
20485.0	1.0
20620.0	1.0
20655.0	1.0
20663.0	1.0
20680.0	1.0
20781.0	1.0
20869.0	1.0
20915.0	1.0
20916.0	1.0
20964.0	1.0
21007.0	1.0
21024.0	1.0
21070.0	1.0
21095.0	1.0
21145.0	1.0
21176.0	1.0
21195.0	1.0
21225.0	1.0
21243.0	1.0
21247.0	1.0
